esto,Pronoun,6 months ago,
yendo,Verb,6 months ago,
saliendo,Verb,6 months ago,
optimista,Adjective,6 months ago,
mencionó,Verb,6 months ago,
tolerante,Adjective,6 months ago,
reportajes,Noun,6 months ago,
leyeron,Verb,6 months ago,
incorrecta,Adjective,6 months ago,
honesta,Adjective,6 months ago,
rápidamente,Adverb,6 months ago,
por el momento,,6 months ago,
probablemente,Adverb,6 months ago,
recientemente,Adverb,6 months ago,
podrías,Verb,6 months ago,
conversar,Verb,6 months ago,
volar,Verb,6 months ago,
tocar,Verb,6 months ago,
sabrías,Verb,6 months ago,
desafortunadamente,Adverb,6 months ago,
lo,Pronoun,6 months ago,
conocerían,Verb,6 months ago,
aprenderían,Verb,6 months ago,
aprenderíamos,Verb,6 months ago,
imaginar,Verb,6 months ago,
leerían,Verb,6 months ago,
se puso,,6 months ago,
pronto,Adverb,6 months ago,
correos electrónicos,,6 months ago,
llamar,Verb,6 months ago,
se la,,7 months ago,
ordenaría,Verb,7 months ago,
reciclar,Verb,7 months ago,
ordenar,Verb,7 months ago,
se lo,,7 months ago,
se lo,,7 months ago,
se la,,7 months ago,
desordenada,Adjective,7 months ago,
desordenado,Adjective,7 months ago,
pidieron,Verb,7 months ago,
nos lo,,7 months ago,
nos la,,7 months ago,
barría,Verb,7 months ago,
planchar,Verb,7 months ago,
física,Noun,7 months ago,
que hacer,,7 months ago,
explicar,Verb,7 months ago,
taxis,Noun,7 months ago,
veintitrés,Numeral,7 months ago,
causó,Verb,7 months ago,
finalmente,Adverb,7 months ago,
incluir,Verb,7 months ago,
intentar,Verb,7 months ago,
compraron,Verb,7 months ago,
desorganizados,Adjective,7 months ago,
desorganizadas,Adjective,7 months ago,
desorganizado,Adjective,7 months ago,
desorganizada,Adjective,7 months ago,
asistente,Noun,7 months ago,
treinta,Numeral,8 months ago,
doce,Numeral,8 months ago,
aprendí,Verb,8 months ago,
algunos,Determiner,8 months ago,
comunidades,Noun,8 months ago,
voluntarios,Adjective,8 months ago,
sociedades,Noun,8 months ago,
algunas,Determiner,8 months ago,
inmigración,Noun,8 months ago,
voluntario,Adjective,8 months ago,
vivir,Verb,8 months ago,
leerán,Verb,8 months ago,
enseñe,Verb,8 months ago,
máximo,Adjective,8 months ago,
solicitudes,Noun,8 months ago,
enseñan,Verb,8 months ago,
enseñó,Verb,8 months ago,
enseñaré,Verb,8 months ago,
jubiladas,Noun,8 months ago,
egoísta,Adjective,8 months ago,
hijo único,,8 months ago,
hija única,,8 months ago,
jubilado,Noun,8 months ago,
hijos únicos,,8 months ago,
jubilados,Noun,8 months ago,
egoístas,Adjective,8 months ago,
jubilada,Noun,8 months ago,
hijas únicas,,8 months ago,
biografía,Noun,8 months ago,
autoras,Noun,8 months ago,
ficción,Noun,8 months ago,
en línea,,8 months ago,
leyendo,Verb,8 months ago,
concierto,Noun,8 months ago,
contratando,Verb,8 months ago,
ayudándolas,Pronoun,8 months ago,
contraté,Verb,8 months ago,
contratar,Verb,8 months ago,
actualizando,Verb,8 months ago,
actualizar,Verb,8 months ago,
traductor,Noun,8 months ago,
actualizará,Verb,8 months ago,
llevamos,Verb,8 months ago,
traductora,Noun,8 months ago,
traductores,Noun,8 months ago,
quince,Numeral,8 months ago,
empleadas,Noun,8 months ago,
empleada,Noun,8 months ago,
rol,Noun,8 months ago,
roles,Noun,8 months ago,
fábrica,Noun,8 months ago,
saldrían,Verb,9 months ago,
saldríamos,Verb,9 months ago,
saldrías,Verb,9 months ago,
ángeles,Noun,9 months ago,
saldría,Verb,9 months ago,
vendrían,Verb,9 months ago,
pensar,Verb,9 months ago,
querría,Verb,9 months ago,
use,Verb,9 months ago,
invento,Noun,9 months ago,
universos,Noun,9 months ago,
alfabetos,Noun,9 months ago,
inventos,Noun,9 months ago,
comenzar,Verb,9 months ago,
ayudo a,,9 months ago,
interesa jugar,,9 months ago,
pagaste,Verb,9 months ago,
acostarse,Pronoun,9 months ago,
confiaba,Verb,9 months ago,
multiplicando,Verb,9 months ago,
aprendiendo a,,9 months ago,
rutina,Noun,9 months ago,
se maquilla,,9 months ago,
cepillabas,Verb,9 months ago,
se levantaban,,9 months ago,
se preocupaba,,9 months ago,
me maquillaba,,9 months ago,
te preocupabas,,9 months ago,
nos levantábamos,,9 months ago,
nos cepillábamos,,9 months ago,
nos maquillábamos,,9 months ago,
me levantaba,,9 months ago,
se preocupaban,,9 months ago,
cepillarme,,9 months ago,
te maquillas,,9 months ago,
patinar,Verb,9 months ago,
enfrente,Adverb,9 months ago,
dieciocho,Numeral,9 months ago,
desconocida,Noun,9 months ago,
salida de emergencia,,9 months ago,
desconocidos,Noun,9 months ago,
desconocidas,Noun,9 months ago,
campo,Noun,9 months ago,
desconocido,Noun,9 months ago,
tomar el,,9 months ago,
biología,Noun,9 months ago,
vendrá,Verb,9 months ago,
pondré,Verb,9 months ago,
parque de atracciones,,9 months ago,
pasar,Verb,9 months ago,
normalmente,Adverb,9 months ago,
silenciosamente,Adverb,9 months ago,
leía,Verb,9 months ago,
pude,Verb,9 months ago,
darte,Pronoun,9 months ago,
bananas,Noun,9 months ago,
poder,Verb,9 months ago,
visitarías,Verb,9 months ago,
en tu lugar,,9 months ago,
trabajarías,Verb,9 months ago,
en su lugar,,9 months ago,
visitaría,Verb,9 months ago,
mostaza,Noun,9 months ago,
mayonesa,Noun,9 months ago,
vinagre,Noun,9 months ago,
pruebe,Verb,9 months ago,
vaya,Verb,9 months ago,
corrige,Verb,9 months ago,
tareas,Noun,9 months ago,
sociales,Adjective,9 months ago,
ilegales,Adjective,9 months ago,
deben,Verb,9 months ago,
debo,Verb,9 months ago,
antiguas,Adjective,9 months ago,
espectaculares,Adjective,9 months ago,
itinerario,Noun,9 months ago,
sabe usted,,9 months ago,
sabemos dónde,,9 months ago,
hispanohablantes,Adjective,10 months ago,
conocemos,Verb,10 months ago,
tour,Noun,10 months ago,
instalé,Verb,10 months ago,
confiaban,Verb,10 months ago,
confiábamos,Verb,10 months ago,
frutería,Noun,10 months ago,
entrar,Verb,10 months ago,
resfriados,Adjective,10 months ago,
me enfermo,,10 months ago,
cocodrilos,Noun,10 months ago,
cocodrilo,Noun,10 months ago,
pondrían,Verb,10 months ago,
se pondrían,,10 months ago,
tristes,Adjective,10 months ago,
brócoli,Noun,10 months ago,
les encanta,,10 months ago,
nos reuníamos,,10 months ago,
conmigo,,10 months ago,
centro,Noun,10 months ago,
papelería,Noun,10 months ago,
tenían,Verb,10 months ago,
íbamos,Verb,10 months ago,
jugábamos,Verb,10 months ago,
celulares,Noun,10 months ago,
grupo,Noun,10 months ago,
me voy,,10 months ago,
documento de identidad,,10 months ago,
visa,Noun,10 months ago,
embajada,Noun,10 months ago,
frío,Noun,10 months ago,
darás,Verb,10 months ago,
falta,Verb,10 months ago,
total,Noun,10 months ago,
cajas registradoras,,10 months ago,
cajero automático,,10 months ago,
gorros,Noun,10 months ago,
efectivo,Noun,10 months ago,
valientes,Adjective,10 months ago,
valiente,Adjective,10 months ago,
despertador,Noun,11 months ago,
activos,Adjective,11 months ago,
vestirse,Pronoun,11 months ago,
esperar,Verb,11 months ago,
acento,Noun,11 months ago,
floreros,Noun,11 months ago,
rosas,Noun,11 months ago,
apretadas,Adjective,11 months ago,
apretada,Adjective,11 months ago,
tamaños,Noun,11 months ago,
instructores,Noun,11 months ago,
traducen,Verb,11 months ago,
frágiles,Adjective,11 months ago,
adentro,Adverb,11 months ago,
durmiendo,Verb,11 months ago,
estrechos,Adjective,11 months ago,
del,,11 months ago,
centros comerciales,,11 months ago,
centro comercial,,11 months ago,
les interesa,,11 months ago,
estado civil,,11 months ago,
me puse,,11 months ago,
aceptaste,Verb,11 months ago,
aceptó,Verb,11 months ago,
divorcio,Noun,11 months ago,
memorizarla,Pronoun,1 year ago,
lección,Noun,1 year ago,
memorizan,Verb,1 year ago,
que leer,,1 year ago,
cuarenta,Numeral,1 year ago,
publicaron,Verb,1 year ago,
actual,Adjective,1 year ago,
borrar,Verb,1 year ago,
borramos,Verb,1 year ago,
exacta,Adjective,1 year ago,
me conecté,,1 year ago,
perros,Noun,1 year ago,
encender,Verb,1 year ago,
mareado,Adjective,1 year ago,
mareada,Adjective,1 year ago,
mareados,Adjective,1 year ago,
descansar,Verb,1 year ago,
electrodoméstico,Noun,1 year ago,
secciones,Noun,1 year ago,
renovaste,Verb,1 year ago,
gratis,Adjective,1 year ago,
quitaron,Verb,1 year ago,
quitaré,Verb,1 year ago,
quitar,Verb,1 year ago,
se las,,1 year ago,
mancha,Noun,1 year ago,
manchas,Noun,1 year ago,
se los,,1 year ago,
demócratas,Adjective,1 year ago,
elección,Noun,1 year ago,
elecciones,Noun,1 year ago,
demócrata,Adjective,1 year ago,
gobiernos,Noun,1 year ago,
republicano,Adjective,1 year ago,
republicanos,Adjective,1 year ago,
generalmente,Adverb,1 year ago,
contestarán,Verb,1 year ago,
continuamos,Verb,1 year ago,
contesto,Verb,1 year ago,
correos,Noun,1 year ago,
subí,Verb,1 year ago,
subieron,Verb,1 year ago,
subiste,Verb,1 year ago,
arroba,Noun,1 year ago,
foro,Noun,1 year ago,
subió,Verb,1 year ago,
blog,Noun,1 year ago,
leer,Verb,1 year ago,
especias,Noun,1 year ago,
encantado,Adjective,1 year ago,
encantadas,Adjective,1 year ago,
encantada,Adjective,1 year ago,
bodas,Noun,1 year ago,
celebramos,Verb,1 year ago,
encantados,Adjective,1 year ago,
excusas,Noun,1 year ago,
excusa,Noun,1 year ago,
fin de semana,,1 year ago,
duraznos,Noun,1 year ago,
cereza,Noun,1 year ago,
cerezas,Noun,1 year ago,
durazno,Noun,1 year ago,
encima,Adverb,1 year ago,
compraste,Verb,1 year ago,
sudadera,Noun,1 year ago,
llevan,Verb,1 year ago,
llevas,Verb,1 year ago,
originales,Adjective,1 year ago,
fea,Adjective,1 year ago,
llevo,Verb,1 year ago,
sudaderas,Noun,1 year ago,
feos,Adjective,1 year ago,
históricas,Adjective,1 year ago,
personaje,Noun,1 year ago,
noventa,Numeral,1 year ago,
alegre,Adjective,1 year ago,
alegres,Adjective,1 year ago,
parejas,Noun,1 year ago,
carácteres,Noun,1 year ago,
expertas,Noun,1 year ago,
experto,Noun,1 year ago,
aprendió,Verb,1 year ago,
gigante,Adjective,1 year ago,
gigantes,Adjective,1 year ago,
invisible,Adjective,1 year ago,
querríamos,,1 year ago,
querrían,,1 year ago,
invisibles,Adjective,1 year ago,
se dedican,,1 year ago,
copias,Noun,1 year ago,
se dedica,,1 year ago,
me dedico,,1 year ago,
copia,Noun,1 year ago,
calculadoras,Noun,1 year ago,
nos dedicamos,,1 year ago,
calculadora,Noun,1 year ago,
estudiaremos,Verb,1 year ago,
traduciremos,Verb,1 year ago,
empezarás,Verb,1 year ago,
traduciré,Verb,1 year ago,
traducirás,Verb,1 year ago,
traducirán,Verb,1 year ago,
estudiarás,Verb,1 year ago,
empezarán,Verb,1 year ago,
hispanos,Adjective,1 year ago,
estudiaré,Verb,1 year ago,
estudiará,Verb,1 year ago,
estudiarán,Verb,1 year ago,
hispana,Adjective,1 year ago,
escapen,Verb,1 year ago,
escapó,Verb,1 year ago,
dañó,Verb,1 year ago,
daña,Verb,1 year ago,
te las,,1 year ago,
se lo,,1 year ago,
grifo,Noun,1 year ago,
te la,,1 year ago,
se la,,1 year ago,
cafetería,Noun,1 year ago,
contaminada,Adjective,1 year ago,
té,Noun,1 year ago,
muriendo,Verb,1 year ago,
almorzar,Verb,1 year ago,
imaginario,Adjective,1 year ago,
planetas,Noun,1 year ago,
maravilloso,Adjective,1 year ago,
sabe,Verb,1 year ago,
saben,Verb,1 year ago,
sabes,Verb,1 year ago,
sabemos,Verb,1 year ago,
millas,Noun,1 year ago,
códigos postales,,1 year ago,
correr,Verb,1 year ago,
se quemaron,,1 year ago,
se quemó,,1 year ago,
me quemé,,1 year ago,
te quemaste,,1 year ago,
me quemo,,1 year ago,
se sentía,,1 year ago,
nos sentíamos,,1 year ago,
me sentía,,1 year ago,
se sentían,,1 year ago,
tímida,Adjective,1 year ago,
pacientes,Adjective,1 year ago,
te sentías,,1 year ago,
tímidas,Adjective,1 year ago,
paciente,Adjective,1 year ago,
personalidades,Noun,1 year ago,
estábamos,Verb,1 year ago,
sabría,Verb,1 year ago,
mágicos,Adjective,1 year ago,
mágicas,Adjective,1 year ago,
aventuras,Noun,1 year ago,
multiplicarlos,Pronoun,1 year ago,
multiplicar,Verb,1 year ago,
respondiendo,Verb,1 year ago,
intentando,Verb,1 year ago,
corriendo,,1 year ago,
heroínas,Noun,1 year ago,
conociendo,Verb,1 year ago,
heroína,Noun,1 year ago,
recibiendo,Verb,1 year ago,
plazas,Noun,1 year ago,
adicionales,Adjective,1 year ago,
estilos,Noun,1 year ago,
botón,Noun,1 year ago,
adicional,Adjective,1 year ago,
el rojo,,1 year ago,
en efectivo,,1 year ago,
crié,Verb,1 year ago,
paseábamos,Verb,1 year ago,
crió,Verb,1 year ago,
paseaba,Verb,1 year ago,
criaron,Verb,1 year ago,
nochevieja,Noun,1 year ago,
congelador,Noun,1 year ago,
me los,,1 year ago,
me las,,1 year ago,
leyó,Verb,1 year ago,
público,Noun,1 year ago,
hacen,Verb,1 year ago,
hacemos,Verb,1 year ago,
huracanes,Noun,1 year ago,
huracán,Noun,1 year ago,
directos,Adjective,1 year ago,
conexión,Noun,1 year ago,
sabes cuándo,,1 year ago,
perder,Verb,1 year ago,
mesa de noche,,1 year ago,
alfombra,Noun,1 year ago,
mediana,Adjective,1 year ago,
comedor,Noun,1 year ago,
comedores,Noun,1 year ago,
mesas de noche,,1 year ago,
medianos,Adjective,1 year ago,
medianas,Adjective,1 year ago,
alfombras,Noun,1 year ago,
quinientos,Numeral,1 year ago,
lavarme,Pronoun,1 year ago,
lavarte,Pronoun,1 year ago,
al,,1 year ago,
mirar,Verb,1 year ago,
se ducha,,1 year ago,
mujeres,Noun,1 year ago,
hombres,Noun,1 year ago,
respuesta,Noun,1 year ago,
contaste,Verb,1 year ago,
aprobarás,Verb,1 year ago,
aprobaron,Verb,1 year ago,
cuenta,Verb,1 year ago,
contamos,Verb,1 year ago,
apruebas,Verb,1 year ago,
cuentas,Verb,1 year ago,
conté,Verb,1 year ago,
aprueba,Verb,1 year ago,
aprobamos,Verb,1 year ago,
cuentan,Verb,1 year ago,
apruebo,Verb,1 year ago,
títulos,Noun,1 year ago,
causas,Noun,1 year ago,
informal,Adjective,1 year ago,
informales,Adjective,1 year ago,
preguntar,Verb,1 year ago,
taxista,Noun,1 year ago,
taxistas,Noun,1 year ago,
terremotos,Noun,1 year ago,
allá,Adverb,1 year ago,
receta,Noun,1 year ago,
libra,Noun,1 year ago,
libras,Noun,1 year ago,
ingredientes,Noun,1 year ago,
catorce,Numeral,1 year ago,
entera,Adjective,1 year ago,
quedarnos,Pronoun,1 year ago,
peso,Noun,1 year ago,
bastantes,Determiner,1 year ago,
vino,Noun,1 year ago,
romance,Noun,1 year ago,
regaló,Verb,1 year ago,
regalaste,Verb,1 year ago,
chateé,Verb,1 year ago,
conectó,Verb,1 year ago,
nos comunicamos,,1 year ago,
se comunicó,,1 year ago,
conectaron,Verb,1 year ago,
conecté,Verb,1 year ago,
se comunica,,1 year ago,
chatearon,Verb,1 year ago,
conectaste,Verb,1 year ago,
se comunicaron,,1 year ago,
buzón de voz,,1 year ago,
chateó,Verb,1 year ago,
chateaste,Verb,1 year ago,
chateamos,Verb,1 year ago,
conectamos,Verb,1 year ago,
te comunicas,,1 year ago,
apagar,Verb,1 year ago,
autobiografía,Noun,1 year ago,
firmarán,Verb,1 year ago,
firmará,Verb,1 year ago,
terminaré,Verb,1 year ago,
firmaremos,Verb,1 year ago,
terminarás,Verb,1 year ago,
leerá,,1 year ago,
leer este,,1 year ago,
antibióticos,Noun,1 year ago,
antibiótico,Noun,1 year ago,
farmacias,Noun,1 year ago,
resumen,Noun,1 year ago,
repaso,Noun,1 year ago,
creativo,Noun,1 year ago,
creativa,Noun,1 year ago,
protagonistas,Adjective,1 year ago,
curiosa,Adjective,1 year ago,
silenciosos,Adjective,1 year ago,
artículos,Noun,1 year ago,
silenciosa,Adjective,1 year ago,
quiosco,Noun,1 year ago,
abrazo,Noun,1 year ago,
me pongo,,1 year ago,
páginas web,,1 year ago,
creó,Verb,1 year ago,
tableta,Noun,1 year ago,
creaste,Verb,1 year ago,
página web,,1 year ago,
videojuegos,Noun,1 year ago,
instalaste,Verb,1 year ago,
instalaron,Verb,1 year ago,
videojuego,Noun,1 year ago,
instaló,Verb,1 year ago,
se llamarán,,1 year ago,
leerlo,,1 year ago,
escritoras,Noun,1 year ago,
párrafos,Noun,1 year ago,
se llamará,,1 year ago,
breves,Adjective,1 year ago,
anual,Adjective,1 year ago,
piensas,Verb,1 year ago,
circo,Noun,1 year ago,
buscar,Verb,1 year ago,
romántico,Adjective,1 year ago,
poema,Noun,1 year ago,
novelas,Noun,1 year ago,
haber,Verb,1 year ago,
terraza,Noun,1 year ago,
monumentos,Noun,1 year ago,
sigo,Verb,1 year ago,
seguimos,Verb,1 year ago,
sigues,Verb,1 year ago,
crisis,Noun,1 year ago,
arroz,Noun,1 year ago,
sin,Preposition,1 year ago,
libro,Noun,1 year ago,
sí,,1 year ago,
mucho,Adverb,1 year ago,
tomando,Verb,1 year ago,
clase,Noun,1 year ago,
nada,Pronoun,1 year ago,
jugo,Noun,1 year ago,
inglaterra,Proper noun,1 year ago,
alto,Adverb,1 year ago,
aquí,Adverb,1 year ago,
evitar,Verb,1 year ago,
con,Preposition,1 year ago,
la,Pronoun,1 year ago,
medio,Noun,1 year ago,
demasiado,Adverb,1 year ago,
débil,Adjective,1 year ago,
escribir,Verb,1 year ago,
despacio,Adverb,1 year ago,
aceptar,Verb,1 year ago,
o,Conjunction,1 year ago,
carne,Noun,1 year ago,
dos,Numeral,1 year ago,
tres,Numeral,1 year ago,
iban,Verb,1 year ago,
antes,Adverb,1 year ago,
perro,Noun,1 year ago,
estudiar,Verb,1 year ago,
sentir,Verb,1 year ago,
fácilmente,Adverb,1 year ago,
que,,1 year ago,
después,Adverb,1 year ago,
tampoco,Adverb,1 year ago,
tarde,Adverb,1 year ago,
se habla,,1 year ago,
caer,Verb,1 year ago,
sal,Noun,1 year ago,
no,,1 year ago,
beber,Verb,1 year ago,
vinos,Noun,1 year ago,
bailes,Verb,1 year ago,
vaqueros,Noun,1 year ago,
tienen que,,1 year ago,
compra,Noun,1 year ago,
menos,Noun,1 year ago,
veintiocho,Numeral,1 year ago,
veintiséis,Numeral,1 year ago,
pasaportes,Noun,1 year ago,
veintinueve,Numeral,1 year ago,
veintisiete,Numeral,1 year ago,
carros,Noun,1 year ago,
adónde,Adverb,1 year ago,
carnes,Noun,1 year ago,
sabes nadar,,1 year ago,
sé cuándo,,1 year ago,
no lo sé,,1 year ago,
cómo se dice,,1 year ago,
sabes quién,,1 year ago,
cómo se escribe,,1 year ago,
qué divertido,,1 year ago,
el peor,,1 year ago,
tan bonito,,1 year ago,
más,Adjective,1 year ago,
qué interesante,,1 year ago,
qué elegante,,1 year ago,
el más,,1 year ago,
tan bonita,,1 year ago,
como,Preposition,1 year ago,
te interesa,,1 year ago,
practicar,Verb,1 year ago,
partidos,Noun,1 year ago,
qué tiempo hace,,1 year ago,
buen tiempo,,1 year ago,
mal tiempo,,1 year ago,
cómo está el tiempo,,1 year ago,
nieva,Verb,1 year ago,
almuerzan,Verb,1 year ago,
almuerzas,Verb,1 year ago,
almorzamos,Verb,1 year ago,
probar,Verb,1 year ago,
se ponen,,1 year ago,
cepillarse,Pronoun,1 year ago,
se levantan,,1 year ago,
nos llamamos,,1 year ago,
lavarse,Pronoun,1 year ago,
se cepillan,,1 year ago,
nos lavamos,,1 year ago,
cepillo de dientes,,1 year ago,
nos cepillamos,,1 year ago,
nos sentimos,,1 year ago,
nos duchamos,,1 year ago,
se lavan,,1 year ago,
nos ponemos,,1 year ago,
nos levantamos,,1 year ago,
se duchan,,1 year ago,
escriba,Verb,1 year ago,
usted vuelve,,1 year ago,
tú lees,,1 year ago,
abre,Verb,1 year ago,
usted habla,,1 year ago,
estudia,Verb,1 year ago,
trabaje,Verb,1 year ago,
vuelva,Verb,1 year ago,
tú vuelves,,1 year ago,
hable,Verb,1 year ago,
cierras la,,1 year ago,
usted bebe,,1 year ago,
lee,Verb,1 year ago,
beba,Verb,1 year ago,
usted trabaja,,1 year ago,
vuelve,Verb,1 year ago,
usted prueba,,1 year ago,
usted escribe,,1 year ago,
cierra,Verb,1 year ago,
estudias en,,1 year ago,
habla,Verb,1 year ago,
quiere dibujar,,1 year ago,
que escribir,,1 year ago,
abriendo,Verb,1 year ago,
quieren beber,,1 year ago,
queremos abrir,,1 year ago,
bebiendo,Verb,1 year ago,
que estudiar,,1 year ago,
quiero aprender,,1 year ago,
las comen,,1 year ago,
las necesita,,1 year ago,
los necesita,,1 year ago,
los comen,,1 year ago,
lo compro,,1 year ago,
tés,Noun,1 year ago,
las,Pronoun,1 year ago,
gire,Verb,1 year ago,
atrás,Adverb,1 year ago,
gustar,Verb,1 year ago,
vengo,Verb,1 year ago,
quedarse,Pronoun,1 year ago,
por supuesto,,1 year ago,
todo el mundo,,1 year ago,
coges,Verb,1 year ago,
lávese,Pronoun,1 year ago,
nos ayudas,,1 year ago,
acá,Adverb,1 year ago,
lávate,Pronoun,1 year ago,
levántese,Pronoun,1 year ago,
siéntese,Pronoun,1 year ago,
traes,Verb,1 year ago,
siéntate,Pronoun,1 year ago,
sentarse,Pronoun,1 year ago,
levántate,Pronoun,1 year ago,
cierro la,,1 year ago,
carretera,Noun,1 year ago,
giras,Verb,1 year ago,
derecho,Adverb,1 year ago,
direcciones,Noun,1 year ago,
detrás,Preposition,1 year ago,
lavarnos,Pronoun,1 year ago,
salir a,,1 year ago,
enseña a,,1 year ago,
levantarte,Pronoun,1 year ago,
probarse,Pronoun,1 year ago,
probarte,Pronoun,1 year ago,
levantarme,Pronoun,1 year ago,
empezamos a,,1 year ago,
disculpa,Verb,1 year ago,
perdona,Verb,1 year ago,
gira,Verb,1 year ago,
cercano,Adjective,1 year ago,
cercana,Adjective,1 year ago,
girar,Verb,1 year ago,
perdone,Verb,1 year ago,
tome,Verb,1 year ago,
taxi,Noun,1 year ago,
"disculpe, señor",,1 year ago,
almuerzo,Verb,1 year ago,
le hago,,1 year ago,
nada es,,1 year ago,
almuerza,Verb,1 year ago,
mandar,Verb,1 year ago,
probaste,Verb,1 year ago,
aprendiste,Verb,1 year ago,
probé,Verb,1 year ago,
viviste,Verb,1 year ago,
viajaste,Verb,1 year ago,
visité,Verb,1 year ago,
visitaste,Verb,1 year ago,
estudiaste,Verb,1 year ago,
estudié,Verb,1 year ago,
viví,Verb,1 year ago,
hace mucho tiempo,,1 year ago,
practicamos,Verb,1 year ago,
nadamos,Verb,1 year ago,
aprendimos,Verb,1 year ago,
corrimos,Verb,1 year ago,
montamos,Verb,1 year ago,
viajamos,Verb,1 year ago,
conocimos,Verb,1 year ago,
bailamos,Verb,1 year ago,
disfrutamos,Verb,1 year ago,
caminamos,Verb,1 year ago,
visitamos,Verb,1 year ago,
cenamos,Verb,1 year ago,
escuchamos,Verb,1 year ago,
limpiaron,Verb,1 year ago,
cocinaron,Verb,1 year ago,
lavaron,Verb,1 year ago,
cerraron,Verb,1 year ago,
cerró,Verb,1 year ago,
limpió,Verb,1 year ago,
lavó,Verb,1 year ago,
aprendieron,Verb,1 year ago,
cocinó,Verb,1 year ago,
viajó,Verb,1 year ago,
viajaron,Verb,1 year ago,
disfrutó,Verb,1 year ago,
visitaron,Verb,1 year ago,
disfrutaron,Verb,1 year ago,
cogimos,Verb,1 year ago,
disfruté,Verb,1 year ago,
caminé,Verb,1 year ago,
caminaste,Verb,1 year ago,
visitó,Verb,1 year ago,
conoció,Verb,1 year ago,
disfrutaste,Verb,1 year ago,
conocieron,Verb,1 year ago,
montaste,Verb,1 year ago,
nevar,Verb,1 year ago,
encantar,Verb,1 year ago,
nevó,Verb,1 year ago,
corrió,Verb,1 year ago,
caminó,Verb,1 year ago,
fue un,,1 year ago,
fueron unos,,1 year ago,
nos encontramos,,1 year ago,
llover,Verb,1 year ago,
calurosos,Adjective,1 year ago,
clima,Noun,1 year ago,
calurosa,Adjective,1 year ago,
las nuestras,,1 year ago,
elegimos,Verb,1 year ago,
coger,Verb,1 year ago,
el azul,,1 year ago,
cojo,Verb,1 year ago,
la amarilla,,1 year ago,
elijo,Verb,1 year ago,
querer,Verb,1 year ago,
el mío,,1 year ago,
ciento,Numeral,1 year ago,
pagamos,Verb,1 year ago,
mal,Noun,1 year ago,
ay,Interjection,1 year ago,
olvidar,Verb,1 year ago,
azúcar,Noun,1 year ago,
gato,Noun,1 year ago,
quisiera,Verb,1 year ago,
cuatrocientos,Numeral,1 year ago,
espere,Verb,1 year ago,
algo de,,1 year ago,
caminaron,Verb,1 year ago,
disfrutando,Verb,1 year ago,
hay algún,,1 year ago,
seiscientos,Numeral,1 year ago,
nos vemos,,1 year ago,
hay alguna,,1 year ago,
fumar,Verb,1 year ago,
trescientos,Adjective,1 year ago,
nos sentamos,,1 year ago,
enseñando,Verb,1 year ago,
comprender,Verb,1 year ago,
sentarnos,Pronoun,1 year ago,
preocuparse,Pronoun,1 year ago,
necesitar,Verb,1 year ago,
parar,Verb,1 year ago,
soñar,Verb,1 year ago,
nos acordamos,,1 year ago,
quedar,Verb,1 year ago,
acabar,Verb,1 year ago,
ah,Interjection,1 year ago,
oír,Verb,1 year ago,
lleva puesto,,1 year ago,
tú fuiste,,1 year ago,
setecientos,Numeral,1 year ago,
yo fui,,1 year ago,
novecientos,Numeral,1 year ago,
ochocientos,Numeral,1 year ago,
nosotros fuimos,,1 year ago,
practiqué,Verb,1 year ago,
morir,Verb,1 year ago,
usted pone,,1 year ago,
usted va,,1 year ago,
usted hace,,1 year ago,
tú haces,,1 year ago,
media,Noun,1 year ago,
tú pones,,1 year ago,
ve,Verb,1 year ago,
disponibles,Adjective,1 year ago,
a qué hora,,1 year ago,
escuche,Verb,1 year ago,
ayude,Verb,1 year ago,
trabajar en,,1 year ago,
ayuda,Verb,1 year ago,
usa,Verb,1 year ago,
espera,Verb,1 year ago,
amar,Verb,1 year ago,
nadabas,Verb,1 year ago,
vivías,Verb,1 year ago,
nadaba,Verb,1 year ago,
estudiaba,Verb,1 year ago,
comías,Verb,1 year ago,
jugaba,Verb,1 year ago,
leías,Verb,1 year ago,
estudiabas,Verb,1 year ago,
montabas,Verb,1 year ago,
jugabas,Verb,1 year ago,
once,Numeral,1 year ago,
chef,Noun,1 year ago,
me puede traer,,1 year ago,
buen provecho,,1 year ago,
algo más,,1 year ago,
panes,Noun,1 year ago,
servir,Verb,1 year ago,
especial del día,,1 year ago,
pedir,Verb,1 year ago,
qué tal si,,1 year ago,
jazz,Noun,1 year ago,
hip-hop,,1 year ago,
a lo mejor,,1 year ago,
qué hacemos,,1 year ago,
ciclismo,Noun,1 year ago,
jugaban,Verb,1 year ago,
día de acción de gracias,,1 year ago,
vivíamos,Verb,1 year ago,
visitaba,Verb,1 year ago,
año nuevo,,1 year ago,
nochebuena,Noun,1 year ago,
comían,Verb,1 year ago,
navidad,Noun,1 year ago,
vivía,Verb,1 year ago,
comíamos,Verb,1 year ago,
comía,Verb,1 year ago,
ven,Verb,1 year ago,
llegue,Verb,1 year ago,
qué le parece,,1 year ago,
quiénes,Pronoun,1 year ago,
medianoche,Noun,1 year ago,
baila,Verb,1 year ago,
mira,Verb,1 year ago,
llega,Verb,1 year ago,
cómo le va,,1 year ago,
cómo te va,,1 year ago,
qué te parece,,1 year ago,
oye,Interjection,1 year ago,
pena,Noun,1 year ago,
caminando,Verb,1 year ago,
perder,,1 year ago,
